,Rank,Player Name,Nation,Position,Squad,Competition,Age,Born,Matches Played,Starts,Minutes,90s,Goals,Assist,G+A,G-PK,Penalty Kicks Scored,Penalty Kicks Taken,Yellow Card,Red Card,xG,npxG,xAG,npxG+xAG,Prog Carry,Prog Pass,Prog Pass Rec,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Shot Creating Action,SCA_p90,Shots Shots Liveball Pass,Shots from Deadball Pass,Shots from Take-Ons,Shots from Shots,Shots from Fouls,Shots from Defense,Goal Creating Action,GCA_p90,Goals from Liveball Pass,Goals from Deadball Pass,Goals from Take-Ons,Goals from Shots,Goals from Fouls,Goals from Defense,Pass Completed,Pass Attempted,Pass Comp%,Total Pass Dist,Prog Pass Dist,Short Comp,Short Attempt,Short Comp%,Med Comp,Med Attempt,Med Comp%,Long Comp,Long Attempt,Long Comp%,Expected Assisted Goal xAG,Expected xA,A-xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes
1798,1799,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27-174,1997,1,1,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,8,50.0,71,6,2,3,66.7,1,2,50.0,1,1,100.0,0.0,0.0,0.0,0,0,0,0,0
1799,1800,Sergi,es ESP,DF,Leganés,es La Liga,32-165,1992,8,8,720,8.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3,19,1,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05,5,0.62,5,0,0,0,0,0,1,0.12,1,0,0,0,0,0,339,413,82.1,6730,2478,97,108,89.8,201,223,90.1,39,71,54.9,0.0,0.0,0.0,2,10,0,0,19
1800,1801,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21-124,2003,5,5,361,4.0,2,2,4,2,0,0,0,0,0.9,0.9,0.3,1.2,4,12,14,0.50,0.50,1.00,0.50,1.00,0.23,0.07,0.30,0.23,0.30,8,1.99,6,0,1,1,0,0,3,0.75,1,0,1,1,0,0,73,105,69.5,958,239,50,67,74.6,19,26,73.1,3,5,60.0,0.3,0.2,+1.7,3,4,4,0,12
1801,1802,Stephan El Shaarawy,it ITA,DF,Roma,it Serie A,31-341,1992,4,3,234,2.6,0,1,1,0,0,0,0,0,0.6,0.6,0.3,0.9,9,11,21,0.00,0.38,0.38,0.00,0.38,0.24,0.10,0.33,0.24,0.33,8,3.08,7,0,0,1,0,0,2,0.77,2,0,0,0,0,0,108,136,79.4,1619,417,55,65,84.6,51,61,83.6,0,2,0.0,0.3,0.4,+0.7,4,4,4,2,11
1802,1803,Eldor Shomurodov,uz UZB,"FW,DF",Roma,it Serie A,29-095,1995,3,0,33,0.4,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,1,1,4,2.73,0.00,2.73,2.73,2.73,1.58,0.09,1.67,1.58,1.67,3,8.18,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,11,14,78.6,124,14,10,10,100.0,1,1,100.0,0,0,,0.0,0.0,0.0,1,0,0,0,1
1803,1804,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32-065,1992,6,3,297,3.3,0,1,1,0,0,0,0,0,0.2,0.2,1.5,1.7,1,15,9,0.00,0.30,0.30,0.00,0.30,0.06,0.47,0.52,0.06,0.52,9,2.72,9,0,0,0,0,0,3,0.91,3,0,0,0,0,0,171,223,76.7,3374,1406,55,67,82.1,92,106,86.8,21,34,61.8,1.5,0.9,-0.5,5,16,6,3,15
1804,1805,Armindo Sieb,de GER,"MF,FW",Mainz 05,de Bundesliga,21-228,2003,5,1,136,1.5,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,8,5,8,0.66,0.00,0.66,0.66,0.66,0.29,0.06,0.35,0.29,0.35,2,1.32,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,26,42,61.9,331,103,18,25,72.0,7,14,50.0,0,0,,0.1,0.1,-0.1,1,5,1,0,5
1805,1806,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,28-360,1995,6,5,466,5.2,0,1,1,0,0,0,1,0,0.1,0.1,1.7,1.7,1,36,4,0.00,0.19,0.19,0.00,0.19,0.01,0.32,0.34,0.01,0.34,17,3.28,8,9,0,0,0,0,1,0.19,1,0,0,0,0,0,244,315,77.5,4543,1742,103,117,88.0,115,139,82.7,24,49,49.0,1.7,1.3,-0.7,11,22,5,0,36
1806,1807,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24-207,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,4,75.0,48,31,1,1,100.0,2,2,100.0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
1807,1808,Kiliann Sildillia,fr FRA,FW,Freiburg,de Bundesliga,22-139,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,2,50.0,41,39,0,0,,0,0,,1,1,100.0,0.0,0.0,0.0,0,0,0,0,0
1808,1809,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,28-331,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,7,9,77.8,64,13,7,8,87.5,0,1,0.0,0,0,,0.0,0.0,0.0,0,0,0,0,0
1809,1810,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,30-053,1994,6,5,457,5.1,0,2,2,0,0,0,1,0,0.7,0.7,1.6,2.3,19,24,44,0.00,0.39,0.39,0.00,0.39,0.14,0.32,0.46,0.14,0.46,20,3.94,20,0,0,0,0,0,3,0.59,3,0,0,0,0,0,258,289,89.3,3681,540,149,160,93.1,96,103,93.2,6,9,66.7,1.6,1.2,+0.4,13,8,7,0,24
1810,1811,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27-063,1997,4,3,282,3.1,0,1,1,0,0,0,0,0,0.0,0.0,1.0,1.0,9,17,20,0.00,0.32,0.32,0.00,0.32,0.00,0.31,0.31,0.00,0.31,14,4.47,8,5,1,0,0,0,2,0.64,1,1,0,0,0,0,198,254,78.0,2983,1056,123,133,92.5,62,80,77.5,12,31,38.7,1.0,0.9,0.0,10,14,5,1,17
1811,1812,Fábio Silva,pt POR,"FW,MF",Las Palmas,es La Liga,22-075,2002,4,3,282,3.1,1,0,1,1,0,0,2,0,1.4,1.4,0.1,1.4,7,4,23,0.32,0.00,0.32,0.32,0.32,0.44,0.02,0.46,0.44,0.46,6,1.91,4,0,1,1,0,0,0,0.00,0,0,0,0,0,0,61,84,72.6,792,123,34,45,75.6,18,21,85.7,2,5,40.0,0.1,0.1,-0.1,2,4,1,0,4
1812,1813,Jota Silva,pt POR,"MF,FW",Nott'ham Forest,eng Premier League,25-062,1999,5,0,91,1.0,0,1,1,0,0,0,1,0,0.1,0.1,0.7,0.8,3,4,6,0.00,0.99,0.99,0.00,0.99,0.14,0.64,0.79,0.14,0.79,2,1.98,2,0,0,0,0,0,1,0.99,1,0,0,0,0,0,13,23,56.5,211,107,6,10,60.0,5,6,83.3,1,3,33.3,0.7,0.3,+0.3,2,1,1,0,4
1813,1814,Rui Silva,pt POR,GK,Betis,es La Liga,30-238,1994,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,221,268,82.5,5185,3013,37,37,100.0,142,142,100.0,40,87,46.0,0.0,0.0,0.0,0,1,0,0,0
1814,1815,Abdallah Sima,sn SEN,"FW,MF",Brest,fr Ligue 1,23-107,2001,5,3,234,2.6,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,5,7,18,0.00,0.38,0.38,0.00,0.38,0.12,0.09,0.21,0.12,0.21,5,1.92,3,0,0,1,1,0,1,0.38,1,0,0,0,0,0,42,61,68.9,549,220,30,39,76.9,9,16,56.3,1,1,100.0,0.2,0.1,+0.8,2,3,2,1,7
1815,1816,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24-152,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,3,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.46,0.00,0.46,3,5.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,42,50,84.0,779,306,15,19,78.9,21,23,91.3,5,5,100.0,0.3,0.2,-0.3,3,5,2,1,7
1816,1817,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29-089,1995,5,1,134,1.5,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.9,3,2,9,0.67,0.00,0.67,0.67,0.67,0.56,0.03,0.59,0.56,0.59,3,2.01,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,23,34,67.6,265,31,18,21,85.7,5,9,55.6,0,1,0.0,0.0,0.1,0.0,1,1,0,0,2
1817,1818,Giuliano Simeone,ar ARG,"MF,DF",Atlético Madrid,es La Liga,21-289,2002,4,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,14,23,60.9,219,54,6,8,75.0,7,9,77.8,1,3,33.3,0.0,0.0,0.0,0,1,1,0,1
1818,1819,Moses Simon,ng NGA,FW,Nantes,fr Ligue 1,29-082,1995,6,6,504,5.6,2,2,4,1,1,1,0,0,1.6,0.8,1.4,2.2,37,14,59,0.36,0.36,0.71,0.18,0.54,0.28,0.25,0.53,0.14,0.39,26,4.64,10,5,7,3,1,0,3,0.54,2,0,0,1,0,0,131,192,68.2,2208,538,63,77,81.8,57,75,76.0,11,24,45.8,1.4,1.2,+0.6,11,2,9,4,14
1819,1820,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,21-164,2003,5,5,450,5.0,1,1,2,1,0,0,1,0,0.5,0.5,1.6,2.1,20,35,38,0.20,0.20,0.40,0.20,0.40,0.11,0.31,0.42,0.11,0.42,21,4.20,17,1,0,1,2,0,3,0.60,2,0,0,1,0,0,206,262,78.6,3318,876,108,125,86.4,73,87,83.9,19,35,54.3,1.6,1.3,-0.6,9,19,13,1,35
1820,1821,Danel Sinani,lu LUX,FW,St. Pauli,de Bundesliga,27-180,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,2,50.0,3,2,0,0,,0,0,,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
1821,1822,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,24-299,1999,6,6,510,5.7,0,0,0,0,0,0,2,0,1.0,1.0,0.9,2.0,17,21,51,0.00,0.00,0.00,0.00,0.00,0.18,0.16,0.35,0.18,0.35,27,4.76,17,0,3,4,3,0,4,0.71,0,0,1,1,2,0,142,180,78.9,1962,400,89,106,84.0,44,53,83.0,2,2,100.0,0.9,1.4,-0.9,7,5,3,1,21
1822,1823,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,23-282,2000,5,3,276,3.1,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,5,15,1,0.00,0.33,0.33,0.00,0.33,0.04,0.03,0.07,0.04,0.07,4,1.30,3,0,0,0,0,1,2,0.65,1,0,0,0,0,1,169,191,88.5,3011,1080,69,76,90.8,88,92,95.7,10,20,50.0,0.1,0.2,+0.9,2,11,2,1,15
1823,1824,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,25-107,1999,6,1,152,1.7,1,1,2,1,0,0,0,0,1.1,1.1,0.4,1.5,7,3,15,0.59,0.59,1.18,0.59,1.18,0.64,0.24,0.88,0.64,0.88,8,4.68,6,0,1,1,0,0,1,0.58,1,0,0,0,0,0,41,51,80.4,544,93,26,28,92.9,14,19,73.7,0,0,,0.4,0.3,+0.6,6,3,1,1,3
1824,1825,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,29-090,1995,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,2,1.98,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,50,66,75.8,682,211,31,31,100.0,17,25,68.0,1,7,14.3,0.0,0.0,0.0,1,2,1,0,3
1825,1826,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,29-025,1995,6,5,451,5.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,30,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,7,1.40,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,316,351,90.0,5699,2174,115,123,93.5,173,186,93.0,25,35,71.4,0.0,0.1,0.0,0,20,0,0,30
1826,1827,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,28-310,1995,6,4,384,4.3,2,0,2,1,1,1,0,0,1.3,0.5,0.3,0.9,4,2,16,0.47,0.00,0.47,0.23,0.23,0.31,0.08,0.39,0.13,0.20,11,2.58,5,0,0,3,1,2,0,0.00,0,0,0,0,0,0,53,80,66.3,812,41,29,37,78.4,21,31,67.7,2,4,50.0,0.3,0.1,-0.3,4,3,1,0,2
1827,1828,Ibrahima Sissoko,ml MLI,"MF,DF",Bochum,de Bundesliga,26-341,1997,5,5,431,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,21,3,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,10,2.09,9,0,0,0,0,1,1,0.21,1,0,0,0,0,0,128,166,77.1,2197,810,48,59,81.4,70,85,82.4,7,13,53.8,0.2,0.2,-0.2,5,12,4,2,21
1828,1829,Antonio Sivera,es ESP,GK,Alavés,es La Liga,28-052,1996,8,8,720,8.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,5,0.62,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,135,239,56.5,5441,4674,10,10,100.0,46,46,100.0,77,180,42.8,0.1,0.0,-0.1,1,11,0,0,0
1829,1830,Tim Skarke,de GER,"FW,MF",Union Berlin,de Bundesliga,28-025,1996,5,1,144,1.6,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,3,3,9,0.00,0.62,0.62,0.00,0.62,0.06,0.18,0.24,0.06,0.24,4,2.50,4,0,0,0,0,0,1,0.62,1,0,0,0,0,0,23,38,60.5,352,103,12,15,80.0,9,13,69.2,2,4,50.0,0.3,0.3,+0.7,3,1,4,2,3
1830,1831,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,29-145,1995,5,4,365,4.1,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,1,11,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,4,0.99,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,140,155,90.3,2014,510,80,87,92.0,50,53,94.3,3,3,100.0,0.1,0.2,-0.1,3,4,3,0,11
1831,1832,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,24-016,2000,4,3,266,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,4,9,3,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,4,1.35,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,96,111,86.5,1434,416,49,56,87.5,36,38,94.7,6,8,75.0,0.1,0.2,-0.1,2,8,3,0,9
1832,1833,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,24-309,1999,5,4,336,3.7,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,1,21,0,0.27,0.00,0.27,0.27,0.27,0.08,0.00,0.08,0.08,0.08,5,1.34,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,154,190,81.1,3265,1371,41,47,87.2,89,101,88.1,23,39,59.0,0.0,0.0,0.0,1,17,0,0,21
1833,1834,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,33-150,1991,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,153,186,82.3,3932,2401,22,22,100.0,85,86,98.8,44,75,58.7,0.0,0.0,0.0,0,0,0,0,0
1834,1835,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,29-234,1995,2,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,3.21,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,95,100,95.0,1814,726,31,32,96.9,54,56,96.4,8,9,88.9,0.0,0.0,0.0,0,7,0,0,6
1835,1836,Steven Skrzybski,de GER,MF,Holstein Kiel,de Bundesliga,31-319,1992,2,0,51,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,0,4,1,0.00,1.76,1.76,0.00,1.76,0.15,0.47,0.62,0.15,0.62,1,1.76,1,0,0,0,0,0,1,1.76,1,0,0,0,0,0,16,21,76.2,341,160,5,5,100.0,8,11,72.7,3,5,60.0,0.3,0.5,+0.7,1,1,2,1,4
1836,1837,Naatan Skyttä,fi FIN,FW,Toulouse,fr Ligue 1,22-148,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,4,100.0,32,1,4,4,100.0,0,0,,0,0,,0.0,0.0,0.0,0,1,0,0,0
1837,1838,William Smallbone,ie IRL,MF,Southampton,eng Premier League,24-224,2000,3,3,218,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,2,8,12,0.00,0.00,0.00,0.00,0.00,0.13,0.12,0.25,0.13,0.25,9,3.72,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0,89,124,71.8,1260,187,50,58,86.2,33,43,76.7,2,13,15.4,0.3,0.5,-0.3,3,3,1,1,8
1838,1839,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,33-156,1991,6,3,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,5,1.69,2,1,1,0,0,1,0,0.00,0,0,0,0,0,0,82,107,76.6,1245,468,39,46,84.8,38,46,82.6,2,9,22.2,0.1,0.0,-0.1,1,4,1,0,4
1839,1840,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,27-268,1997,5,5,399,4.4,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.7,0,16,1,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.17,0.04,0.17,12,2.71,4,8,0,0,0,0,0,0.00,0,0,0,0,0,0,201,253,79.4,4761,1827,43,51,84.3,111,124,89.5,47,75,62.7,0.6,0.6,-0.6,6,18,1,1,16
1840,1841,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24-066,2000,6,6,444,4.9,2,1,3,2,0,0,0,0,1.5,1.5,0.4,1.9,15,29,28,0.41,0.20,0.61,0.41,0.61,0.30,0.08,0.38,0.30,0.38,15,3.04,10,0,0,4,0,1,2,0.41,2,0,0,0,0,0,202,225,89.8,2961,492,116,128,90.6,76,80,95.0,8,9,88.9,0.4,0.8,+0.6,6,20,2,0,29
1841,1842,Simon Sohm,ch SUI,MF,Parma,it Serie A,23-174,2001,6,5,358,4.0,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,7,16,6,0.00,0.00,0.00,0.00,0.00,0.22,0.02,0.24,0.22,0.24,9,2.26,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,118,138,85.5,1805,516,60,66,90.9,49,57,86.0,4,7,57.1,0.1,0.2,-0.1,2,9,7,1,16
1842,1843,Alex Sola,es ESP,"MF,FW",Getafe,es La Liga,25-115,1999,8,7,544,6.0,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,10,10,23,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.10,0.07,0.10,16,2.65,10,0,5,0,1,0,1,0.17,1,0,0,0,0,0,55,97,56.7,848,234,35,51,68.6,11,17,64.7,6,16,37.5,0.2,0.3,-0.2,5,5,1,1,10
1843,1844,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,27-018,1997,4,4,357,4.0,2,0,2,2,0,0,0,0,3.4,3.4,0.2,3.7,9,8,17,0.50,0.00,0.50,0.50,0.50,0.87,0.06,0.93,0.87,0.93,10,2.52,7,0,0,3,0,0,1,0.25,1,0,0,0,0,0,52,72,72.2,616,140,39,51,76.5,9,12,75.0,1,2,50.0,0.2,0.3,-0.2,2,2,3,0,8
1844,1845,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,26-025,1998,5,2,196,2.2,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.8,3,4,4,0.00,0.00,0.00,0.00,0.00,0.33,0.02,0.36,0.33,0.36,4,1.84,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,26,44,59.1,474,145,12,21,57.1,10,13,76.9,3,5,60.0,0.0,0.1,0.0,2,4,1,0,4
1845,1846,Carlos Soler,es ESP,MF,West Ham,eng Premier League,27-274,1997,3,0,103,1.1,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,1,7,2,0.00,0.00,0.00,0.00,0.00,0.14,0.04,0.18,0.14,0.18,4,3.50,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,36,42,85.7,584,181,20,22,90.9,9,10,90.0,6,7,85.7,0.0,0.0,0.0,1,3,3,0,7
1846,1847,Jhon Solis,co COL,MF,Girona,es La Liga,19-365,2004,6,2,289,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0,18,8,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,5,1.56,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,153,169,90.5,2395,590,82,85,96.5,61,70,87.1,7,8,87.5,0.0,0.1,0.0,1,16,1,1,18
1847,1848,Yann Sommer,ch SUI,GK,Inter,it Serie A,35-290,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,193,219,88.1,4010,2415,52,52,100.0,113,115,98.3,27,47,57.4,0.0,0.0,0.0,0,0,0,0,0
1848,1849,David Soria,es ESP,GK,Getafe,es La Liga,31-181,1993,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,81,171,47.4,3272,2786,4,4,100.0,23,23,100.0,54,141,38.3,0.0,0.0,0.0,0,6,0,0,0
1849,1850,Juan Soriano,es ESP,GK,Leganés,es La Liga,27-040,1997,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,98,185,53.0,3513,2922,17,17,100.0,35,35,100.0,46,133,34.6,0.0,0.0,0.0,0,0,0,0,0
1850,1851,Borna Sosa,hr CRO,DF,Torino,it Serie A,26-255,1998,5,3,254,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,8,11,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,2,0.71,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,122,146,83.6,2004,405,52,57,91.2,58,69,84.1,8,14,57.1,0.1,0.2,-0.1,1,7,3,2,8
1851,1852,Ramón Sosa,py PAR,"MF,FW",Nott'ham Forest,eng Premier League,25-032,1999,3,0,59,0.7,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,3,0,3,1.53,0.00,1.53,1.53,1.53,0.83,0.28,1.11,0.83,1.11,4,6.10,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,13,23,56.5,206,26,5,8,62.5,7,12,58.3,0,1,0.0,0.2,0.1,-0.2,2,0,0,0,0
1852,1853,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,20-288,2003,5,3,254,2.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.2,3,12,10,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,6,2.13,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,208,234,88.9,3787,921,89,94,94.7,87,93,93.5,26,38,68.4,0.2,0.3,-0.2,4,19,1,1,12
1853,1854,Florian Sotoca,fr FRA,FW,Lens,fr Ligue 1,33-343,1990,5,5,397,4.4,0,0,0,0,0,0,1,0,1.8,1.8,0.2,2.0,8,22,38,0.00,0.00,0.00,0.00,0.00,0.42,0.04,0.46,0.42,0.46,9,2.04,7,0,0,1,1,0,1,0.23,1,0,0,0,0,0,130,185,70.3,1908,373,70,86,81.4,46,58,79.3,9,18,50.0,0.2,0.5,-0.2,3,11,5,1,22
1854,1855,Riccardo Sottil,it ITA,"MF,FW",Fiorentina,it Serie A,25-121,1999,4,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,8,0,8,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,1,1.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,20,29,69.0,275,22,13,15,86.7,7,12,58.3,0,0,,0.0,0.0,0.0,1,0,0,0,0
1855,1856,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,29-218,1995,6,4,369,4.1,2,0,2,2,0,0,2,0,1.6,1.6,0.4,2.0,2,13,14,0.49,0.00,0.49,0.49,0.49,0.39,0.10,0.49,0.39,0.49,13,3.17,7,0,0,4,1,1,1,0.24,0,0,0,0,1,0,91,120,75.8,1344,397,55,62,88.7,29,39,74.4,5,12,41.7,0.4,0.5,-0.4,8,6,3,0,13
1856,1857,Matìas Soulé,ar ARG,"FW,MF",Roma,it Serie A,21-170,2003,5,4,317,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.7,20,12,43,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.19,0.06,0.19,16,4.54,10,4,0,1,1,0,0,0.00,0,0,0,0,0,0,157,191,82.2,2240,494,96,100,96.0,45,64,70.3,8,13,61.5,0.4,0.7,-0.4,7,11,7,2,12
